"Normal10(mu=0,sigma=1)","Normal100(mu=0,sigma=1)","Normal1000(mu=0,sigma=1)","t10(df=1,ncp=0)","t100(df=1,ncp=0)","t1000(df=1,ncp=0)","F10(df1=5,df2=5,ncp=0)","F100(df1=5,df2=5,ncp=0)","F1000(df1=5,df2=5,ncp=0)","Chisq10(df=5,ncp=0)","Chisq100(df=5,ncp=0)","Chisq1000(df=5,ncp=0)","Beta10(alpha=1,beta=1)","Beta100(alpha=1,beta=1)","Beta1000(alpha=1,beta=1)","Gamma10(shape=1,scale=1)","Gamma100(shape=1,scale=1)","Gamma1000(shape=1,scale=1)","InvGamma10(shape=1,scale=1)","InvGamma100(shape=1,scale=1)","InvGamma1000(shape=1,scale=1)",Exp10(rate=1),Exp100(rate=1),Exp1000(rate=1),Bern10(p=0.5),Bern100(p=0.5),Bern1000(p=0.5),"Binom10(p=0.5,n=10)","Binom100(p=0.5,n=10)","Binom1000(p=0.5,n=10)","NBinom10(nsuccess=1,p=0.5)","NBinom100(nsuccess=1,p=0.5)","NBinom1000(nsuccess=1,p=0.5)",Pois10(lambda=1),Pois100(lambda=1),Pois1000(lambda=1),bla
"","",0.380188,"","",-0.0567961,"","",0.84002,"","",4.04145,"","",0.529519,"","",1.92073,"","",0.579757,"","",1.60653,"","",0,"","",2,"","",0,"","",1,""
"","",0.505068,"","",1.67682,"","",1.67869,"","",8.37951,"","",0.0687158,"","",0.0637863,"","",1.06399,"","",1.37006,"","",0,"","",5,"","",1,"","",0,""
"","",2.02706,"","",0.899347,"","",1.24621,"","",9.66952,"","",0.810846,"","",1.64702,"","",1.97812,"","",2.14798,"","",0,"","",6,"","",0,"","",1,""
"","",0.064627,"","",-0.873894,"","",0.551996,"","",6.09797,"","",0.113541,"","",0.307076,"","",0.207697,"","",0.160594,"","",1,"","",6,"","",1,"","",0,""
"","",0.463659,"","",-0.167493,"","",1.79524,"","",2.4413,"","",0.159313,"","",0.457919,"","",0.344456,"","",0.419666,"","",0,"","",5,"","",1,"","",0,""
"","",0.0747783,"","",-0.435502,"","",0.364544,"","",9.10345,"","",0.966018,"","",1.549,"","",50.9924,"","",1.05616,"","",1,"","",3,"","",3,"","",1,""
"","",-0.486836,"","",-0.589299,"","",0.492484,"","",5.33271,"","",0.861074,"","",1.3621,"","",11.4859,"","",1.55165,"","",0,"","",7,"","",3,"","",2,""
"","",0.748911,"","",-0.466756,"","",2.41615,"","",6.4612,"","",0.970048,"","",0.760997,"","",1.66826,"","",0.223922,"","",1,"","",5,"","",0,"","",0,""
"","",0.464235,"","",-0.719901,"","",1.30823,"","",8.26183,"","",0.0038745,"","",2.12389,"","",1.68513,"","",0.118768,"","",1,"","",5,"","",0,"","",2,""
"","",0.12942,"","",-0.672776,"","",0.649637,"","",7.24588,"","",0.0745156,"","",2.04187,"","",1.80684,"","",0.398676,"","",0,"","",6,"","",1,"","",1,""
"","",-0.815461,"","",-0.204213,"","",0.186346,"","",5.5146,"","",0.712947,"","",1.06333,"","",0.525023,"","",1.22399,"","",0,"","",4,"","",2,"","",0,""
"","",-0.0401505,"","",0.983478,"","",0.876145,"","",3.60313,"","",0.760647,"","",0.339246,"","",2.58207,"","",0.826089,"","",0,"","",6,"","",0,"","",0,""
"","",0.781417,"","",-1.20148,"","",1.6121,"","",3.90683,"","",0.617568,"","",0.20979,"","",3.17029,"","",3.61182,"","",0,"","",5,"","",1,"","",5,""
"","",0.676453,"","",-3.62627,"","",0.576899,"","",7.96241,"","",0.363423,"","",0.385052,"","",27.6566,"","",1.2124,"","",1,"","",6,"","",3,"","",1,""
"","",-0.482653,"","",-0.92028,"","",2.04425,"","",1.58912,"","",0.382725,"","",1.09814,"","",2.62619,"","",0.518071,"","",0,"","",5,"","",0,"","",2,""
"","",-0.669113,"","",-13.8251,"","",1.68391,"","",4.37084,"","",0.358799,"","",0.627895,"","",1.72473,"","",1.11997,"","",1,"","",4,"","",0,"","",0,""
"","",0.512801,"","",-0.0847444,"","",0.557349,"","",1.77168,"","",0.106343,"","",0.664818,"","",5.80867,"","",0.965032,"","",0,"","",5,"","",1,"","",2,""
"","",1.04891,"","",-1.62511,"","",1.02685,"","",2.66307,"","",0.161359,"","",0.557718,"","",0.540568,"","",0.00791252,"","",1,"","",4,"","",0,"","",2,""
"","",0.121058,"","",-0.988578,"","",1.60726,"","",0.186847,"","",0.0627689,"","",0.546973,"","",1.74355,"","",1.68299,"","",1,"","",5,"","",0,"","",1,""
"","",-0.313293,"","",12.766,"","",3.91999,"","",4.16096,"","",0.153926,"","",2.90344,"","",0.302187,"","",0.079273,"","",0,"","",4,"","",0,"","",2,""
"","",-0.880671,"","",-7.80713,"","",0.997377,"","",6.6543,"","",0.834745,"","",4.63602,"","",3.5326,"","",0.649243,"","",1,"","",6,"","",0,"","",2,""
"","",-0.419287,"","",2.7668,"","",1.15759,"","",3.47152,"","",0.923165,"","",1.50202,"","",6.22783,"","",1.84543,"","",0,"","",5,"","",0,"","",1,""
"","",-1.48275,"","",0.374808,"","",1.24817,"","",4.84652,"","",0.866938,"","",0.0176615,"","",16.4317,"","",4.56199,"","",1,"","",5,"","",1,"","",2,""
"","",-0.697318,"","",1.04708,"","",0.821622,"","",3.15929,"","",0.16346,"","",0.342592,"","",1.25162,"","",1.73761,"","",1,"","",2,"","",0,"","",0,""
"","",1.13497,"","",0.102195,"","",1.79228,"","",13.6113,"","",0.294642,"","",0.174577,"","",3.22562,"","",0.518789,"","",0,"","",7,"","",2,"","",0,""
"","",1.11193,"","",0.793344,"","",0.23795,"","",9.011,"","",0.56916,"","",0.225277,"","",0.924356,"","",0.0165435,"","",0,"","",3,"","",0,"","",2,""
"","",-0.870778,"","",-1.19915,"","",0.190706,"","",6.99046,"","",0.813105,"","",0.170777,"","",0.362466,"","",0.150764,"","",0,"","",5,"","",6,"","",0,""
"","",0.210732,"","",0.0536789,"","",1.82436,"","",7.27666,"","",0.998688,"","",1.42871,"","",0.48128,"","",2.351,"","",0,"","",5,"","",1,"","",4,""
"","",0.0693956,"","",-2.07056,"","",0.465661,"","",1.94031,"","",0.913668,"","",0.0540904,"","",6.82975,"","",2.27694,"","",0,"","",5,"","",0,"","",0,""
"","",-1.66265,"","",-1.36871,"","",2.18164,"","",1.15706,"","",0.228619,"","",0.290022,"","",0.813983,"","",0.892217,"","",0,"","",5,"","",2,"","",1,""
"","",0.81084,"","",-10.2358,"","",0.521915,"","",9.32568,"","",0.242587,"","",1.31925,"","",1.57694,"","",1.6655,"","",1,"","",5,"","",0,"","",1,""
"","",-1.91235,"","",-1.7601,"","",0.945485,"","",8.75256,"","",0.360325,"","",1.02109,"","",1.70303,"","",0.415479,"","",1,"","",3,"","",0,"","",0,""
"","",-1.24675,"","",0.17355,"","",4.87106,"","",1.5665,"","",0.60026,"","",0.393479,"","",14.231,"","",0.295771,"","",1,"","",4,"","",0,"","",2,""
"","",0.998154,"","",8.52656,"","",9.04898,"","",7.27909,"","",0.0782978,"","",0.878518,"","",3.82304,"","",0.46402,"","",1,"","",5,"","",0,"","",1,""
"","",-0.540873,"","",1.42592,"","",0.604216,"","",2.24008,"","",0.532443,"","",1.15152,"","",0.44866,"","",0.0095828,"","",1,"","",6,"","",0,"","",0,""
"","",-0.216376,"","",-1.91047,"","",0.50455,"","",4.02712,"","",0.971836,"","",1.54366,"","",2.02837,"","",0.209532,"","",0,"","",6,"","",0,"","",1,""
"","",-1.62194,"","",-4.48936,"","",1.14446,"","",1.52179,"","",0.514482,"","",0.266846,"","",6.47172,"","",0.12161,"","",1,"","",6,"","",0,"","",2,""
"","",-1.45096,"","",0.159324,"","",0.814215,"","",3.6798,"","",0.936719,"","",0.0899479,"","",0.975554,"","",0.0952807,"","",0,"","",5,"","",0,"","",0,""
"","",0.35091,"","",0.179873,"","",0.625864,"","",2.91409,"","",0.490168,"","",1.59068,"","",4.4363,"","",0.726159,"","",0,"","",5,"","",3,"","",2,""
"","",-0.174547,"","",1.14646,"","",0.326333,"","",9.48115,"","",0.19452,"","",1.19041,"","",0.79915,"","",0.0229555,"","",1,"","",4,"","",0,"","",3,""
"","",-0.591428,"","",0.583057,"","",4.55461,"","",4.88969,"","",0.756417,"","",0.620024,"","",0.9401,"","",0.942858,"","",0,"","",7,"","",0,"","",1,""
"","",-1.33403,"","",1.33989,"","",2.32291,"","",3.2722,"","",0.0954779,"","",0.215149,"","",1.31967,"","",2.52685,"","",1,"","",5,"","",1,"","",1,""
"","",-1.0973,"","",-0.745495,"","",3.85386,"","",2.19731,"","",0.143034,"","",0.506947,"","",0.701898,"","",0.958253,"","",0,"","",5,"","",2,"","",1,""
"","",2.0361,"","",-0.122351,"","",1.36924,"","",6.06257,"","",0.451693,"","",2.19658,"","",7.30598,"","",1.22165,"","",0,"","",4,"","",2,"","",1,""
"","",-0.32649,"","",1.12203,"","",2.54524,"","",2.75249,"","",0.560639,"","",0.158833,"","",22.6935,"","",1.52666,"","",0,"","",7,"","",1,"","",0,""
"","",0.774005,"","",-0.324157,"","",0.444997,"","",1.51677,"","",0.858621,"","",1.33942,"","",13.1901,"","",0.449735,"","",0,"","",6,"","",4,"","",1,""
"","",0.785006,"","",4.11648,"","",2.17956,"","",2.52082,"","",0.350996,"","",0.132422,"","",2.30602,"","",0.494986,"","",1,"","",3,"","",0,"","",1,""
"","",0.763246,"","",1.09734,"","",0.623416,"","",11.3168,"","",0.523155,"","",1.99881,"","",2.6928,"","",1.27571,"","",1,"","",7,"","",0,"","",1,""
"","",0.294809,"","",-4.50292,"","",0.533786,"","",1.825,"","",0.81359,"","",0.483785,"","",26.7636,"","",0.143125,"","",1,"","",5,"","",0,"","",0,""
"","",-1.25236,"","",0.536505,"","",6.02526,"","",11.4582,"","",0.902094,"","",2.43214,"","",0.674169,"","",0.836305,"","",1,"","",6,"","",0,"","",0,""
"","",-1.0095,"","",-3.28855,"","",0.283235,"","",3.39386,"","",0.940864,"","",0.893891,"","",61.1723,"","",1.42693,"","",0,"","",6,"","",6,"","",0,""
"","",0.751391,"","",-9.83176,"","",1.17205,"","",4.63314,"","",0.115436,"","",0.564904,"","",1.12268,"","",0.228486,"","",1,"","",5,"","",1,"","",0,""
"","",-1.30835,"","",0.768448,"","",4.57532,"","",5.96484,"","",0.668658,"","",0.179086,"","",0.528106,"","",4.93112,"","",1,"","",3,"","",5,"","",2,""
"","",0.52754,"","",-1.52967,"","",0.536429,"","",7.12783,"","",0.98163,"","",0.147771,"","",4.26642,"","",0.415821,"","",1,"","",4,"","",0,"","",2,""
"","",-0.53354,"","",-1.41151,"","",1.61654,"","",3.87364,"","",0.521155,"","",0.0345801,"","",2.04394,"","",1.49578,"","",1,"","",4,"","",0,"","",1,""
"","",-0.398376,"","",1.09702,"","",1.11275,"","",0.981052,"","",0.305059,"","",0.975307,"","",2.30365,"","",0.225645,"","",0,"","",4,"","",0,"","",1,""
"","",-0.789569,"","",-0.469715,"","",2.33846,"","",3.80237,"","",0.649709,"","",0.972239,"","",2.21229,"","",3.97008,"","",0,"","",2,"","",1,"","",1,""
"","",-0.230141,"","",-0.105336,"","",1.13429,"","",4.22988,"","",0.188365,"","",0.595421,"","",0.411736,"","",0.625118,"","",0,"","",5,"","",1,"","",1,""
"","",0.877185,"","",-0.101996,"","",0.984367,"","",9.56818,"","",0.464245,"","",0.298613,"","",4.23602,"","",0.234653,"","",1,"","",6,"","",1,"","",3,""
"","",0.453733,"","",0.63784,"","",0.342561,"","",3.41276,"","",0.660295,"","",2.54345,"","",0.75538,"","",1.8787,"","",0,"","",7,"","",4,"","",0,""
"","",-0.232464,"","",-38.1087,"","",2.0171,"","",9.4194,"","",0.0288196,"","",0.892724,"","",3.25821,"","",2.059,"","",0,"","",3,"","",1,"","",0,""
"","",0.870006,"","",4.47442,"","",2.73928,"","",3.05763,"","",0.964903,"","",0.599533,"","",0.440711,"","",1.71048,"","",0,"","",4,"","",1,"","",0,""
"","",1.656,"","",0.901346,"","",0.495555,"","",5.27004,"","",0.91586,"","",3.50675,"","",66.7998,"","",1.29317,"","",1,"","",4,"","",0,"","",0,""
"","",-0.00636893,"","",-9.02111,"","",0.757273,"","",2.05825,"","",0.690704,"","",0.178797,"","",0.358278,"","",2.5526,"","",0,"","",6,"","",0,"","",0,""
"","",0.470489,"","",-0.0228621,"","",1.78461,"","",3.91958,"","",0.469277,"","",0.747715,"","",0.743057,"","",3.29374,"","",0,"","",4,"","",0,"","",1,""
"","",0.278219,"","",-0.19924,"","",0.462794,"","",1.74353,"","",0.653056,"","",0.310278,"","",4.51955,"","",2.85279,"","",0,"","",6,"","",0,"","",1,""
"","",-0.977903,"","",-0.684368,"","",0.458851,"","",2.63739,"","",0.0485446,"","",0.615183,"","",0.35226,"","",1.46198,"","",1,"","",5,"","",0,"","",0,""
"","",-0.926586,"","",1.36211,"","",1.31119,"","",7.85152,"","",0.279816,"","",1.53215,"","",4.01001,"","",0.619381,"","",0,"","",3,"","",0,"","",1,""
"","",1.91977,"","",-0.339806,"","",0.440183,"","",9.99446,"","",0.611903,"","",1.31488,"","",1.00998,"","",0.420442,"","",0,"","",2,"","",0,"","",2,""
"","",0.881278,"","",1.81886,"","",0.988053,"","",3.85783,"","",0.940985,"","",0.011306,"","",0.252082,"","",0.405265,"","",1,"","",5,"","",0,"","",0,""
"","",0.742082,"","",3.28068,"","",1.71592,"","",1.19454,"","",0.791044,"","",0.0145258,"","",2.17789,"","",0.639128,"","",0,"","",6,"","",4,"","",0,""
"","",0.147573,"","",0.157331,"","",0.711954,"","",4.71095,"","",0.855871,"","",0.698897,"","",1.07621,"","",0.549744,"","",1,"","",4,"","",1,"","",3,""
"","",0.485389,"","",-0.157832,"","",0.842618,"","",9.4674,"","",0.972231,"","",0.911136,"","",0.737896,"","",0.658378,"","",0,"","",6,"","",1,"","",0,""
"","",0.151856,"","",3.78865,"","",4.19966,"","",1.47517,"","",0.338227,"","",1.14618,"","",8.66898,"","",0.725503,"","",1,"","",3,"","",0,"","",4,""
"","",0.0419988,"","",-0.0682456,"","",7.6104,"","",2.93567,"","",0.0735836,"","",0.416192,"","",1.04121,"","",0.494058,"","",0,"","",5,"","",0,"","",1,""
"","",0.223422,"","",-4.154,"","",0.669732,"","",12.5983,"","",0.816066,"","",4.47857,"","",12.2698,"","",0.0248145,"","",1,"","",6,"","",1,"","",1,""
"","",-1.01047,"","",-1.81129,"","",3.169,"","",3.4067,"","",0.186176,"","",0.358889,"","",0.530649,"","",1.21252,"","",1,"","",4,"","",0,"","",0,""
"","",2.40122,"","",-1.42251,"","",2.41455,"","",5.38335,"","",0.256556,"","",0.570137,"","",6.44615,"","",0.650103,"","",0,"","",6,"","",0,"","",0,""
"","",0.801962,"","",-0.778982,"","",0.781832,"","",9.97697,"","",0.910291,"","",1.26262,"","",4.35153,"","",0.776228,"","",1,"","",6,"","",1,"","",0,""
"","",-0.251208,"","",0.720001,"","",0.455027,"","",2.19683,"","",0.642035,"","",0.276364,"","",1.87945,"","",1.43971,"","",0,"","",5,"","",1,"","",2,""
"","",1.21289,"","",-1.4007,"","",19.9435,"","",6.45432,"","",0.69418,"","",0.755329,"","",1.15619,"","",3.01727,"","",1,"","",8,"","",1,"","",1,""
"","",-0.627258,"","",0.0621634,"","",1.37526,"","",6.65128,"","",0.417241,"","",0.699411,"","",0.551127,"","",0.0924591,"","",0,"","",4,"","",1,"","",1,""
"","",1.71116,"","",1.03048,"","",0.271109,"","",2.95378,"","",0.36169,"","",0.5161,"","",0.302451,"","",1.47242,"","",1,"","",5,"","",1,"","",1,""
"","",-0.394374,"","",0.613884,"","",1.58465,"","",3.30204,"","",0.651333,"","",1.31945,"","",0.630464,"","",1.33652,"","",1,"","",8,"","",0,"","",0,""
"","",-2.32149,"","",4.63737,"","",0.39225,"","",12.2886,"","",0.111848,"","",1.76137,"","",0.55298,"","",1.56,"","",1,"","",2,"","",0,"","",1,""
"","",1.36412,"","",-0.0625458,"","",0.57618,"","",4.89921,"","",0.117832,"","",0.00957551,"","",0.328162,"","",0.0811967,"","",0,"","",5,"","",1,"","",3,""
"","",1.13223,"","",-0.971772,"","",1.12036,"","",4.80319,"","",0.0547694,"","",0.929361,"","",1.04142,"","",0.66769,"","",1,"","",7,"","",0,"","",1,""
"","",-0.774316,"","",0.421247,"","",12.5476,"","",5.86713,"","",0.198628,"","",5.72454,"","",1.91664,"","",0.333278,"","",0,"","",6,"","",0,"","",3,""
"","",-1.41037,"","",2.43078,"","",4.15033,"","",3.22694,"","",0.0132431,"","",0.836761,"","",5.37365,"","",1.05027,"","",1,"","",6,"","",0,"","",3,""
"","",-1.83453,"","",-0.235325,"","",0.633364,"","",8.66811,"","",0.624916,"","",1.40154,"","",2.66684,"","",0.183178,"","",0,"","",3,"","",1,"","",2,""
"","",-0.269014,"","",-3.58577,"","",0.69335,"","",1.34958,"","",0.818691,"","",0.336886,"","",4.096,"","",1.05195,"","",0,"","",5,"","",0,"","",1,""
"","",-1.83393,"","",-1.19977,"","",0.973769,"","",7.36531,"","",0.602753,"","",0.46621,"","",0.597407,"","",0.26143,"","",0,"","",6,"","",0,"","",0,""
"","",-0.814468,"","",2.01927,"","",0.770106,"","",5.65981,"","",0.0799277,"","",3.37823,"","",0.841495,"","",0.117929,"","",1,"","",2,"","",0,"","",0,""
"","",0.163572,"","",0.514524,"","",0.759122,"","",8.35031,"","",0.844746,"","",1.62582,"","",0.596655,"","",0.809921,"","",1,"","",6,"","",0,"","",1,""
"","",0.855519,"","",-2.15946,"","",0.478636,"","",4.74382,"","",0.417473,"","",0.0352451,"","",0.675171,"","",1.80722,"","",1,"","",7,"","",0,"","",0,""
"","",-0.819963,"","",0.0241159,"","",2.25441,"","",3.25049,"","",0.30971,"","",0.261127,"","",7.19324,"","",0.358092,"","",0,"","",8,"","",1,"","",1,""
"","",-0.123603,"","",1.36424,"","",1.07447,"","",3.01731,"","",0.334849,"","",2.77579,"","",1.50559,"","",0.800423,"","",0,"","",4,"","",0,"","",0,""
"","",0.254948,"","",-0.0141493,"","",1.00759,"","",2.54618,"","",0.647685,"","",0.276128,"","",0.407763,"","",1.76797,"","",0,"","",5,"","",0,"","",0,""
"","",1.71893,"","",-2.52752,"","",0.819795,"","",5.24571,"","",0.992735,"","",1.18946,"","",3.89001,"","",0.0382639,"","",1,"","",5,"","",1,"","",2,""
"","",-0.958544,"","",1.03587,"","",0.326264,"","",0.688093,"","",0.71561,"","",0.204207,"","",1.11303,"","",0.876999,"","",1,"","",4,"","",0,"","",2,""
"","",-1.60431,"","",0.244371,"","",1.52919,"","",5.65538,"","",0.176392,"","",0.0773988,"","",4.7478,"","",0.00371742,"","",1,"","",5,"","",0,"","",1,""
"","",-1.84561,"","",-0.541109,"","",1.31762,"","",3.02937,"","",0.62637,"","",0.812232,"","",0.38661,"","",4.85184,"","",0,"","",4,"","",0,"","",1,""
"","",0.555737,"","",0.386102,"","",0.188803,"","",2.20176,"","",0.582091,"","",0.279123,"","",3.68276,"","",1.19027,"","",0,"","",6,"","",1,"","",0,""
"","",-0.0601192,"","",-0.222659,"","",0.888097,"","",3.34582,"","",0.202133,"","",1.42802,"","",2.97609,"","",0.0713765,"","",1,"","",5,"","",4,"","",0,""
"","",0.772086,"","",-8.66794,"","",0.204403,"","",8.81083,"","",0.0492976,"","",1.12039,"","",2.28447,"","",0.519935,"","",1,"","",4,"","",2,"","",0,""
"","",-0.140839,"","",-0.784225,"","",1.0994,"","",3.89248,"","",0.261038,"","",0.967676,"","",0.722664,"","",1.94283,"","",0,"","",2,"","",0,"","",1,""
"","",0.393094,"","",10.0469,"","",3.5577,"","",3.76187,"","",0.465141,"","",0.418922,"","",1.26158,"","",0.346411,"","",0,"","",6,"","",0,"","",0,""
"","",0.224219,"","",0.402151,"","",1.58252,"","",10.0132,"","",0.860924,"","",0.789076,"","",2.10496,"","",0.0589635,"","",0,"","",5,"","",2,"","",1,""
"","",0.023542,"","",0.8628,"","",1.35697,"","",5.26117,"","",0.940444,"","",1.43839,"","",0.58856,"","",0.226302,"","",1,"","",5,"","",0,"","",1,""
"","",-0.622963,"","",0.671336,"","",0.220674,"","",0.76897,"","",0.37625,"","",2.98107,"","",4.49805,"","",0.168806,"","",0,"","",7,"","",1,"","",1,""
"","",1.26201,"","",0.0642403,"","",1.21092,"","",3.27215,"","",0.170549,"","",0.0214911,"","",1.11548,"","",0.0978338,"","",1,"","",3,"","",1,"","",0,""
"","",-0.405774,"","",-1.99205,"","",0.469485,"","",2.02309,"","",0.4304,"","",0.0197509,"","",0.739692,"","",0.793865,"","",1,"","",4,"","",0,"","",2,""
"","",0.666764,"","",2.36468,"","",11.6197,"","",8.41245,"","",0.279976,"","",1.00296,"","",0.986996,"","",0.802842,"","",0,"","",5,"","",1,"","",4,""
"","",0.164639,"","",1.24373,"","",1.25188,"","",5.31028,"","",0.400667,"","",3.7239,"","",0.687219,"","",0.952986,"","",1,"","",6,"","",0,"","",5,""
"","",1.78152,"","",-2.96058,"","",0.774409,"","",12.5476,"","",0.99858,"","",0.709352,"","",14.3157,"","",0.526838,"","",1,"","",5,"","",2,"","",0,""
"","",0.711214,"","",-1.7829,"","",6.97668,"","",7.7068,"","",0.550194,"","",1.43586,"","",5.29889,"","",1.75924,"","",1,"","",6,"","",1,"","",1,""
"","",-0.337691,"","",-0.26942,"","",0.237615,"","",1.86023,"","",0.574357,"","",0.36464,"","",0.420735,"","",0.145137,"","",1,"","",5,"","",2,"","",0,""
"","",-0.00914895,"","",0.725494,"","",0.517848,"","",4.62638,"","",0.933363,"","",0.146481,"","",3.48341,"","",2.74287,"","",0,"","",4,"","",1,"","",2,""
"","",-0.125309,"","",0.502883,"","",3.13677,"","",10.9394,"","",0.672254,"","",0.491566,"","",7.76306,"","",1.06961,"","",0,"","",4,"","",0,"","",2,""
"","",-2.09085,"","",18.434,"","",0.349268,"","",6.11469,"","",0.646154,"","",0.25135,"","",1.12562,"","",0.337089,"","",0,"","",5,"","",0,"","",1,""
"","",1.69739,"","",0.206865,"","",1.54886,"","",4.74037,"","",0.362712,"","",1.63641,"","",2.91464,"","",0.242667,"","",0,"","",3,"","",0,"","",0,""
"","",1.06388,"","",-2.21368,"","",1.3,"","",2.34959,"","",0.762658,"","",0.341961,"","",1.3591,"","",0.132186,"","",1,"","",7,"","",1,"","",2,""
"","",-0.766617,"","",0.019403,"","",0.497823,"","",3.26272,"","",0.778358,"","",0.0370971,"","",0.789456,"","",0.143583,"","",1,"","",3,"","",1,"","",2,""
"","",0.382008,"","",4.12045,"","",0.645631,"","",1.8261,"","",0.0115609,"","",3.00163,"","",0.119034,"","",0.102737,"","",0,"","",3,"","",1,"","",2,""
"","",0.241896,"","",-2.1124,"","",2.35767,"","",17.6396,"","",0.980648,"","",0.0126189,"","",2.63917,"","",0.574113,"","",0,"","",8,"","",0,"","",0,""
"","",-1.13276,"","",0.959628,"","",1.45502,"","",4.85008,"","",0.517838,"","",1.01379,"","",1.11759,"","",1.98904,"","",1,"","",7,"","",0,"","",0,""
"","",1.48991,"","",0.538565,"","",1.2852,"","",13.8796,"","",0.329726,"","",0.400658,"","",1.01683,"","",0.765425,"","",0,"","",3,"","",0,"","",2,""
"","",-0.248247,"","",25.111,"","",1.13464,"","",6.12857,"","",0.929668,"","",2.27583,"","",0.684984,"","",0.390322,"","",1,"","",5,"","",0,"","",1,""
"","",0.183584,"","",-1.82526,"","",4.56967,"","",9.22578,"","",0.067251,"","",0.148015,"","",0.574489,"","",0.179189,"","",0,"","",5,"","",1,"","",2,""
"","",0.404871,"","",13.7618,"","",1.03848,"","",9.37669,"","",0.0694042,"","",0.139971,"","",3.06536,"","",0.662319,"","",0,"","",8,"","",3,"","",1,""
"","",-0.994124,"","",1.51119,"","",0.608981,"","",1.70937,"","",0.430359,"","",0.517939,"","",1.13741,"","",0.542009,"","",1,"","",6,"","",2,"","",0,""
"","",-1.08543,"","",-0.357896,"","",1.28273,"","",6.48028,"","",0.282785,"","",1.74619,"","",0.661214,"","",0.0440687,"","",0,"","",4,"","",5,"","",0,""
"","",-0.0485426,"","",1.85988,"","",0.316177,"","",2.5709,"","",0.853468,"","",1.64182,"","",1.32742,"","",0.26534,"","",0,"","",7,"","",2,"","",0,""
"","",0.576086,"","",2.84683,"","",0.852662,"","",7.02444,"","",0.0759158,"","",4.81338,"","",0.706867,"","",0.0735611,"","",0,"","",6,"","",0,"","",1,""
